Stars,Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
4,Performage Plushfire,Pendulum/Effect Monster,FIRE,Spellcaster,1000,1000,"If this card on the field is destroyed by battle or card effect: You can Special Summon 1 ""Performage"" monster from your hand or Deck, except ""Performage Plushfire"". ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: If a ""Performage"" monster(s) you control is destroyed by battle orcard effect: You can Special Summon this card from your Pendulum Zone, then take 500 damage. You can only use this effect of ""Performage Plushfire"" once per turn."
4,Performapal Camelump,Pendulum/Effect Monster,EARTH,Beast,800,1800,"If this card is destroyed by battle: You can make the monster that destroyed this card lose 800 ATK. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: Once per turn, during your Main Phase 1: You can target 1 face-up monster you control; the monsters your opponent currently controls lose 800 DEF until the end of this turn, and if they do, if the targeted monster attacks a Defense Position monster this turn, inflict piercing battle damage to your opponent. (These effects remain even if this card leaves the field.)"
4,Performapal Celestial Magician,Pendulum/Effect Monster,DARK,Spellcaster,1500,1000,"During your Main Phase, if this card was Normal or Special Summoned this turn: You can apply the following effect(s) for the rest of this turn, based on the other monsters you currently control. ;; Fusion: This card can attack directly. ;; Synchro: Your opponent cannot activate monster effects. ;; Xyz: This card's ATK becomes double its original ATK. ;; Pendulum: During the End Phase, add 1 Pendulum Monster from your Deck to your hand. ;; You can only use this effect of ""Performapal Celestial Magician"" once per turn. ;;  ;; Pendulum Scale: 8 ;; Pendulum Effect: When exactly 1 face-up Fusion, Synchro, or Xyz Monster you control that was Special Summoned from the Extra Deck is destroyed by battle, or an opponent's card effect: You can Special Summon that destroyed monster, then destroy this card. You can only use this effect of ""Performapal Celestial Magician"" once per turn."
4,Performapal Coin Dragon,Pendulum/Effect Monster,WATER,Dragon,1700,1000,"Other Dragon-Type monsters you control gain 500 ATK, also they cannot be destroyed by card effects. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: Once per turn: You can target 1 Dragon-Type monster you control that was Special Summoned from the Extra Deck; this turn, if that monster you control battles an opponent's monster, banish that opponent's monster after damage calculation (even if this card leaves the field)."
4,Performapal Fireflux,Pendulum/Effect Monster,LIGHT,Insect,1200,1600,"If a ""Performapal"" or ""Odd-Eyes"" monster you control attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: Once per turn, when an opponent's monster declares an attack: You can Tribute 1 ""Performapal"" monster; negate the attack, then end the Battle Phase."
4,Performapal Gold Fang,Pendulum/Effect Monster,LIGHT,Beast,1800,700,"If this card is Normal or Special Summoned: All ""Performapal"" monsters you currently control gain 200 ATK until the end of this turn. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Once per turn, if your ""Performapal"" monster destroys an opponent's monster by battle: Inflict 1000 damage to your opponent."
4,Performapal Odd-Eyes Minitaurus,Pendulum/Effect Monster,DARK,Beast-Warrior,1200,1600,"During damage calculation, if your Pendulum Monster attacks an opponent's monster: You can make that opponent's monster lose 100 ATK for each ""Performapal"" and ""Odd-Eyes"" card you control, during damage calculation only. ;;  ;; Pendulum Scale: 6 ;; Pendulum Effect: If your ""Performapal"" or ""Odd-Eyes"" monster attacks a Defense Position monster, inflict piercing battle damage to your opponent."
4,Performapal Pendulum Sorcerer,Pendulum/Effect Monster,EARTH,Spellcaster,1500,800,"If this card is Special Summoned: You can target up to 2 cards you control; destroy them, and if you do, add ""Performapal"" monsters with different names from your Deck to your hand, except ""Performapal Pendulum Sorcerer"", equal to the number of cards destroyed. You can only use this effect of ""Performapal Pendulum Sorcerer"" once per turn. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: If a ""Performapal"" monster(s) is Pendulum Summoned to your side of the field: All ""Performapal"" monsters you currently control gain 1000 ATK until the end of this turn (even if this card leaves the field)."
4,Performapal Radish Horse,Pendulum/Effect Monster,EARTH,Plant,500,2000,"If your opponent controls a Special Summoned monster, and controls at least as many monsters as you, you can Special Summon this card (from your hand). Once per turn: You can target 1 face-up monster on each player's field; until the end of this turn, that opponent's monster loses ATK equal to this card's ATK, and if it does, that monster you control gains ATK equal to this card's ATK. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Once per turn: You can target 1 face-up monster your opponent controls, and 1 ""Performapal"" monster you control; that opponent's monster loses ATK equal to the ATK of that ""Performapal"" monster you control (even if this card leaves the field)."
4,Performapal Silver Claw,Pendulum/Effect Monster,DARK,Beast,1800,700,"When this card declares an attack: All ""Performapal"" monsters you currently control gain 300 ATK, until the end of the Battle Phase. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: All ""Performapal"" monsters you control gain 300 ATK."
4,Performapal Skullcrobat Joker,Pendulum/Effect Monster,DARK,Spellcaster,1800,100,"When this card is Normal Summoned: You can add 1 ""Performapal"" monster, ""Magician"" Pendulum Monster, or ""Odd-Eyes"" monster from your Deck to your hand, except ""Performapal Skullcrobat Joker"". ;;  ;; Pendulum Scale: 8 ;; Pendulum Effect: You cannot Pendulum Summon monsters, except ""Performapal"" monsters, ""Magician"" Pendulum Monsters, and ""Odd-Eyes"" monsters. This effect cannot be negated."
4,Performapal Swincobra,Pendulum/Effect Monster,EARTH,Reptile,300,1800,"This card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: Once per turn, when a monster you control inflicts battle damage to your opponent: You can send the top card of your opponent's Deck to the Graveyard."
4,Performapal U Go Golem,Pendulum/Effect Monster,DARK,Fiend,1600,1000,"Once per turn, during your Main Phase, if this card was Pendulum Summoned this turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using this card you control and Dragon-Type monsters you control as Fusion Materials. ;;  ;; Pendulum Scale: 1 ;; Pendulum Effect: Once per turn, if a monster is Fusion Summoned to your field (except during the Damage Step): You can add 1 ""Performapal"", ""Odd-Eyes"", or ""Magician"" Pendulum Monster from your Graveyard or face-up in your Extra Deck to your hand."
4,Purple Poison Magician,Pendulum/Effect Monster,DARK,Spellcaster,1200,2100,"(This card is always treated as a ""Fusion Dragon"" card.) ;; If this card is destroyed by battle or card effect: You can target 1 face-up card on the field; destroy it. ;;  ;; Pendulum Scale: 1 ;; Pendulum Effect: Once per turn, if your DARK Spellcaster-Type monster battles, before damage calculation: You can activate this effect; that monster gains 1200 ATK (until the end of the Damage Step), then destroy this card."
4,Rescue Hamster,Pendulum/Effect Monster,EARTH,Beast,300,100,"During the turn this card was Normal Summoned, if you have a face-up Level 5 or lower Pendulum Monster Card in your Extra Deck: You can Tribute this card; choose 1 Level 5 or lower Pendulum Monster Card in your Extra Deck, and Special Summon 2 monsters from your Deck with the same name as that card, but their effects are negated, also they are destroyed during the End Phase. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: You can banish this card from your Pendulum Zone; add 2 face-up Pendulum Monster Cards with the same name from your Extra Deck to your hand. You can only use this effect of ""Rescue Hamster"" once per Duel."
4,Samurai Cavalry of Reptier,Pendulum/Effect Monster,EARTH,Dinosaur,1800,1200,"At the start of the Damage Step, if this card attacks an opponent's face-up monster that is not a Pendulum Monster: You can destroy that monster. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect:"
4,Satellarknight Zefrathuban,Pendulum/Effect Monster,LIGHT,Warrior,0,2100,"If this card is Normal, Flip or Pendulum Summoned: You can target 1 other ""tellarknight"" or ""Zefra"" card in your Monster Zone or Pendulum Zone, and 1 face-up card your opponent controls; destroy them. You can only use this effect of ""Satellarknight Zefrathuban"" once per turn. ;;  ;; Pendulum Scale: 1 ;; Pendulum Effect: You cannot Pendulum Summon monsters, except ""tellarknight"" and ""Zefra"" monsters. This effect cannot be negated."
4,Shaddoll Zefracore,Pendulum/Effect Monster,DARK,Rock,450,1950,"If this card is Pendulum Summoned or sent to the Graveyard: You can target 1 ""Zefra"" card in your Pendulum Zone, except ""Shaddoll Zefracore""; Special Summon it. You can only use this effect of ""Shaddoll Zefracore"" once per turn. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect: You cannot Pendulum Summon monsters, except ""Shaddoll"" and ""Zefra"" monsters. This effect cannot be negated."
4,Speedroid Hexasaucer,Pendulum/Effect Monster,WIND,Machine,100,1600,"Both players take any battle damage from attacks involving this card. Any battle damage from battles involving this card is halved. If this card is destroyed in the Pendulum Zone: You can Special Summon 1 face-up ""Speedroid"" Pendulum Monster from your Extra Deck. ;;  ;; Pendulum Scale: 6 ;; Pendulum Effect: You can target 1 of your WIND Synchro Monsters that is banished or in your GY; return it to the Extra Deck. You can only use this effect of ""Speedroid Hexasaucer"" once per turn."
4,Steel Cavalry of Dinon,Pendulum/Effect Monster,EARTH,Dinosaur,1600,2600,"At the start of the Damage Step, if this card battles a Pendulum Monster: This card's ATK and DEF become half its current ATK and DEF until the end of the Damage Step. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect:"
4,Stellarknight Zefraxciton,Pendulum/Effect Monster,LIGHT,Fiend,1900,0,"If this card is Normal, Flip, or Pendulum Summoned: You can target 1 other ""tellarknight"" or ""Zefra"" card in your Monster Zone or Pendulum Zone, and 1 Set card your opponent controls; destroy them. You can only use this effect of ""Stellarknight Zefraxciton"" once per turn. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect: You cannot Pendulum Summon monsters, except ""tellarknight"" and ""Zefra"" monsters. This effect cannot be negated."
4,Supreme King Dragon Darkwurm,Pendulum/Effect Monster,DARK,Dragon,1800,1200,"If this card is Normal or Special Summoned: You can add 1 ""Supreme King Gate"" Pendulum Monster from your Deck to your hand. If this card is in your Graveyard and you control no monsters: You can Special Summon this card. You can only use each monster effect of ""Supreme King Dragon Darkwurm"" once per turn. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: Once per turn, if you control no monsters: You can place 1 ""Supreme King Gate"" Pendulum Monster from your Deck in your Pendulum Zone, also you cannot Pendulum Summon monsters for the rest of this turn, except DARK monsters."
4,Wisdom-Eye Magician,Pendulum/Effect Monster,LIGHT,Spellcaster,1500,1500,"You can discard this card, then target 1 card in your Pendulum Zone, whose current Pendulum Scale is different from its original Pendulum Scale; its Pendulum Scale becomes its original Pendulum Scale until the end of this turn. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: If you have a ""Magician"" or ""Performapal"" card in your other Pendulum Zone: You can destroy this card, and if you do, place 1 ""Magician"" Pendulum Monster from your Deck in your Pendulum Zone, except ""Wisdom-Eye Magician""."
4,Xiangsheng Magician,Pendulum/Effect Monster,LIGHT,Spellcaster,500,1500,"Your opponent takes no battle damage from attacks involving this card. Once per turn: You can target 1 other face-up monster you control; this card's ATK becomes equal to that monster's current ATK, until the end of this turn. ;;  ;; Pendulum Scale: 8 ;; Pendulum Effect: Once per turn: You can target 1 face-up Xyz Monster you control, and 1 Level 5 or higher monster you control; that Xyz Monster's Rank becomes equal to the Level of that Level 5 or higher monster, until the end of this turn (even if this card leaves the field). While you control more cards than your opponent does, this card's Pendulum Scale becomes 4."
4,Yosenju Shinchu L,Pendulum/Effect Monster,WIND,Rock,0,2100,"If this card is Normal Summoned: Change it to Defense Position. Your opponent cannot target ""Yosenju"" monsters you control with card effects, except this one. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: If a ""Yosenju"" monster(s) you control would be destroyed by battle or card effect, you can destroy this card instead."
